28 12 6.935017831831
28.05 12 5.9791460724333
28.1 12 4.8383201823758
28.15 12 3.531371283495
28.2 12 2.1206880838034
28.25 12 0.66009518688979
28.3 12 -0.78808553977499
28.35 12 -2.1720915959242
28.4 12 -3.434737738452
28.45 12 -4.5151097485318
28.5 12 -5.4039141709155
28.55 12 -6.0006886172777
28.6 12 -6.3367635262957
28.65 12 -6.3538594495973
28.7 12 -6.0291679133725
28.75 12 -5.4022162222015
28.8 12 -4.3869768062474
28.85 12 -3.0815817804529
28.9 12 -1.4591592511076
28.95 12 0.43616538816749
29 12 2.5425159418241
29.05 12 4.8428357974532
29.1 12 7.2404966269991
29.15 12 9.6874698330548
29.2 12 12.092983840654
29.25 12 14.413719260379
29.3 12 16.481311095925
29.35 12 18.302340851175
29.4 12 19.769288990817
29.45 12 20.822581047442
29.5 12 21.499121698829
29.55 12 21.680051072156
29.6 12 21.419283313983
29.65 12 20.634332970325
29.7 12 19.377258288615
29.75 12 17.778355686898
29.8 12 15.738269459144
29.85 12 13.502391954258
29.9 12 11.087398861872
29.95 12 8.6213484244355
30 12 6.2181389671704
30.05 12 3.9476042655845
30.1 12 1.9320130802061
30.15 12 0.24117577744562
30.2 12 -1.0477148716828
30.25 12 -1.9366698843317
30.3 12 -2.3273166771092
30.35 12 -2.2971404386985
30.4 12 -1.8219288378639
30.45 12 -0.93901851265089
30.5 12 0.27396344344633
30.55 12 1.8046270746233
30.6 12 3.5359456317979
30.65 12 5.4247084537262
30.7 12 7.3916202005583
30.75 12 9.397341261445
30.8 12 11.347775100024
30.85 12 13.244055133906
30.9 12 15.03775969187
30.95 12 16.723311856783
31 12 18.323646950146
31.05 12 19.567434524339
31.1 12 20.807272797065
31.15 12 22.095047142701
31.2 12 23.19232983996
31.25 12 24.167138124642
31.3 12 24.809609505365
31.35 12 25.346737061644
31.4 12 25.727618282288
31.45 12 25.82552974733
31.5 12 25.690986673774
31.55 12 24.923812969856
31.6 12 23.851370234949
31.65 12 22.370410955736
31.7 12 20.444543681535
31.75 12 18.154388384994
31.8 12 15.21956851573
31.85 12 11.964661653293
31.9 12 8.345543103248
31.95 12 4.4607863350355
32 12 0.44607899886824
32.05 12 -3.6589648572777
32.1 12 -7.660897124769
32.15 12 -11.474868170447
32.2 12 -14.953376040251
32.25 12 -18.052568468827
32.3 12 -20.556418328902
32.35 12 -22.515583719703
32.4 12 -23.817648297092
32.45 12 -24.427141669066
32.5 12 -24.456998049408
32.55 12 -23.731793329421
32.6 12 -22.513981481574
32.65 12 -20.772831459774
32.7 12 -18.611743680323
32.75 12 -16.196270833221
32.8 12 -13.507340261318
32.85 12 -10.783257376685
32.9 12 -8.0679806992268
32.95 12 -5.4768198419933
33 12 -3.0927685202924
33.05 12 -0.99956640022576
33.1 12 0.75256679192677
